student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
2479,20,Female,High School,3.59,0.7,3.02,1.89,1.59,7.72,6.02,54,317,1,1,Good,4,11.73,11.04,25.98,31.5
2480,22,Female,High School,7.61,1.09,2.36,3.7,1.21,8.31,7.94,72,133,0,0,Good,6,30.74,10.04,36.31,38.94
2481,17,Other,High School,6.47,1.55,1.54,3.91,2.06,8.77,7.73,21,295,0,1,Poor,8,15.58,1.82,40.82,37.56
2482,23,Female,High School,2.7,1.55,0.8,3.45,1.24,8.33,6.26,121,129,1,0,Poor,3,11.69,7.21,9.39,5.76
2483,19,Other,High School,4.91,2.78,3.74,4.39,1.87,9.51,7.13,56,127,0,0,Poor,4,17.81,24.74,19.22,23.14
2484,19,Female,High School,6.24,3.05,0.8,2.82,1.86,7.83,7.71,58,275,0,1,Good,4,24.22,17.27,38.82,37.04
2485,20,Other,High School,6.31,3.33,0.0,2.36,0.85,5.37,5.07,71,301,1,1,Poor,1,22.18,0.0,30.94,26.67
2486,21,Female,High School,7.07,0.02,2.1,3.01,0.41,5.13,5.64,101,500,1,1,Poor,8,18.72,27.83,38.98,37.6
2487,18,Male,High School,6.79,2.82,2.41,2.25,2.54,5.16,8.83,108,222,0,1,Good,1,21.69,20.09,15.43,16.27
2488,17,Male,High School,4.3,3.01,0.82,6.39,1.45,5.63,6.6,69,402,0,0,Poor,8,13.1,25.13,16.04,23.39
2489,20,Other,High School,5.49,0.9,1.79,5.09,1.59,6.4,3.54,68,397,1,1,Poor,4,18.12,21.7,20.25,22.75
2490,19,Other,High School,4.41,1.32,1.95,5.33,1.74,7.1,4.3,55,272,0,1,Average,7,7.41,13.72,18.42,26.67
2491,16,Male,High School,4.62,2.22,2.8,5.1,1.81,6.14,2.17,34,0,1,0,Poor,9,7.71,33.88,31.4,25.53
2492,21,Female,High School,3.13,1.33,1.08,3.56,1.39,4.83,7.34,127,350,1,0,Average,7,15.16,20.45,21.91,30.47
2493,21,Female,High School,3.91,1.59,1.83,4.5,1.71,4.79,9.94,32,299,0,0,Poor,7,16.87,21.35,19.36,23.74
2494,17,Other,High School,4.09,4.47,2.97,1.74,2.78,7.57,9.38,89,121,0,1,Good,1,22.79,15.24,18.11,22.07
2495,17,Female,High School,4.82,1.08,2.39,1.32,2.47,6.38,8.76,117,45,0,0,Average,8,8.45,29.69,36.78,38.79
2496,21,Female,High School,0.65,1.36,0.11,2.11,0.85,5.68,5.54,136,44,1,1,Average,8,4.31,6.07,15.2,18.14
2497,20,Male,High School,4.94,2.74,1.65,4.41,1.06,7.83,3.89,81,157,0,0,Good,9,15.85,11.6,37.96,39.92
2498,22,Female,High School,4.77,3.25,0.47,4.07,1.65,8.32,4.69,35,259,1,0,Good,3,13.96,0.0,19.64,15.75
2499,19,Female,High School,5.41,1.7,2.23,2.81,2.26,7.68,5.74,120,36,0,1,Average,6,11.91,11.44,30.7,41.66
2500,21,Male,High School,1.41,3.46,2.6,4.28,1.0,7.57,5.69,25,72,1,1,Average,7,11.53,28.41,1.0,2.51
2501,17,Female,High School,6.15,1.28,1.63,4.64,2.91,5.79,4.93,150,366,1,0,Average,5,13.76,23.41,23.27,27.17
2502,20,Male,High School,7.03,1.25,1.18,3.98,1.2,6.02,9.98,116,6,1,0,Good,6,29.39,23.61,32.38,32.75
2503,16,Other,High School,5.62,0.97,2.54,3.48,2.28,6.22,2.55,79,389,0,0,Average,2,16.33,17.96,27.02,18.08
2504,19,Male,High School,6.07,3.86,1.43,3.94,1.84,7.57,6.33,150,74,0,1,Poor,1,19.03,18.77,25.55,30.5
2505,23,Male,High School,4.21,2.24,2.42,2.19,0.55,6.28,6.13,52,82,0,0,Good,9,20.41,0.0,31.26,35.44
2506,17,Male,High School,7.22,2.14,2.45,2.19,3.65,6.7,3.2,133,76,1,0,Good,1,17.65,26.87,26.75,37.96
2507,16,Other,High School,2.69,3.26,1.42,0.76,2.1,7.3,7.04,97,232,1,1,Poor,3,9.34,2.25,15.45,17.36
2508,17,Male,High School,6.35,1.92,2.31,1.48,1.31,8.81,6.9,150,257,1,1,Average,3,35.0,0.92,38.42,26.02
2509,22,Other,High School,1.53,0.35,1.45,3.02,0.0,6.78,8.35,150,338,0,0,Good,8,10.68,10.28,21.59,6.59
2510,19,Other,High School,2.9,0.86,2.02,2.73,1.85,5.95,9.03,150,239,1,0,Average,2,0.9,19.96,10.3,17.0
2511,21,Female,High School,4.88,3.99,0.67,4.74,3.61,6.93,3.12,84,179,1,1,Poor,5,9.48,16.23,29.47,26.21
2512,16,Other,High School,4.39,0.95,1.09,4.39,1.89,6.63,6.49,142,119,0,0,Good,3,5.08,28.95,21.76,20.47
2513,16,Male,High School,3.24,3.23,1.09,1.64,1.92,7.61,7.22,125,249,1,0,Good,3,11.05,20.11,14.41,21.63
2514,17,Other,High School,0.4,0.73,2.27,4.05,2.34,7.65,8.81,91,120,1,0,Good,1,0.0,16.18,1.0,1.0
2515,18,Female,High School,6.08,0.64,0.04,0.0,2.25,6.84,7.03,105,292,0,1,Poor,8,11.21,0.0,43.22,36.81
2516,21,Male,High School,4.31,0.89,2.92,2.62,3.44,5.21,3.72,150,145,0,0,Poor,9,13.93,24.51,31.51,28.78
2517,24,Female,High School,3.42,0.61,0.84,0.79,2.02,6.29,10.56,78,118,0,1,Average,8,10.34,2.28,28.46,38.98
2518,21,Other,High School,4.34,1.23,1.41,3.57,0.51,8.8,7.22,13,151,1,0,Average,9,10.74,15.89,21.25,36.16
2519,16,Female,High School,4.34,1.15,2.63,3.42,2.68,7.81,7.92,62,119,1,1,Poor,10,4.86,14.26,25.47,28.95
2520,23,Male,High School,4.78,4.33,1.76,3.11,1.17,7.2,8.29,92,20,1,1,Average,5,14.4,3.85,18.46,22.72
2521,19,Other,High School,7.74,2.41,0.32,4.71,3.33,8.13,10.49,0,171,1,0,Good,4,12.88,19.87,27.38,30.21
2522,18,Male,High School,3.16,2.09,2.06,1.15,1.87,8.75,3.22,100,348,0,0,Poor,7,12.45,1.18,32.05,26.46
2523,20,Male,High School,3.08,0.9,2.73,5.07,1.75,6.61,9.35,63,0,1,0,Average,10,4.75,14.1,17.05,23.53
2524,20,Other,High School,3.44,1.2,0.75,2.72,3.9,5.94,5.42,80,324,0,0,Average,6,11.24,12.36,21.37,23.06
2525,20,Female,High School,0.65,2.16,3.56,5.16,2.89,7.64,7.52,97,234,1,1,Good,10,6.64,43.65,7.72,7.99
2526,19,Other,High School,5.81,1.77,3.25,2.75,0.35,5.55,8.5,97,189,0,0,Good,9,23.43,19.61,38.26,33.42
2527,16,Female,High School,6.0,1.28,3.35,4.12,3.35,6.68,3.65,47,411,1,0,Average,8,18.24,28.04,34.81,37.74
2528,19,Male,High School,7.41,1.33,2.14,2.87,3.74,6.16,1.0,51,354,0,0,Good,9,30.4,14.3,53.39,46.76
2529,23,Male,High School,3.41,3.21,3.16,4.24,0.59,7.27,5.02,88,429,1,0,Average,4,8.55,14.97,15.13,14.54
2530,17,Other,High School,5.14,3.17,3.34,2.07,1.37,6.75,6.74,62,0,1,1,Good,10,9.55,10.96,32.8,34.78
2531,20,Female,High School,6.34,1.4,3.72,2.6,1.47,8.39,9.55,100,262,1,0,Good,2,24.26,12.29,33.85,20.92
2532,20,Other,High School,6.98,1.3,1.97,2.24,0.98,6.42,6.02,50,149,1,1,Good,2,26.17,0.0,34.84,31.11
2533,17,Other,High School,1.27,1.87,2.86,3.95,2.44,8.31,6.76,128,121,1,1,Good,10,6.85,20.73,11.74,19.18
2534,16,Female,High School,3.87,3.47,1.85,3.94,2.35,6.12,6.9,150,230,1,1,Average,10,12.91,19.78,33.54,38.44
2535,24,Other,High School,4.42,2.03,2.83,1.77,1.16,6.87,11.06,145,439,1,0,Poor,1,21.23,31.9,20.32,22.33
2536,16,Female,High School,3.77,2.73,3.25,2.1,1.42,6.96,4.75,17,307,1,1,Good,3,10.17,11.52,15.7,14.62
2537,17,Other,High School,2.65,2.22,4.72,4.21,3.61,7.29,5.72,139,385,0,1,Average,2,2.38,36.08,10.43,25.02
2538,16,Female,High School,9.87,1.09,0.76,3.13,1.07,6.8,7.08,107,285,0,1,Poor,1,29.44,19.42,43.0,51.53
2539,16,Male,High School,0.0,1.28,1.92,3.19,1.65,8.5,10.82,74,465,0,1,Good,7,0.0,11.64,18.36,7.15
2540,19,Female,High School,3.91,0.0,2.97,4.07,1.72,8.11,5.37,99,335,0,1,Poor,7,4.03,20.36,20.53,26.63
2541,23,Male,High School,5.0,1.58,2.13,3.71,1.43,6.6,2.33,89,211,1,0,Good,5,3.21,3.73,35.73,33.94
2542,16,Other,High School,5.77,1.61,2.29,5.86,2.04,6.8,10.12,72,310,1,1,Average,3,17.01,31.12,23.77,19.17
2543,22,Male,High School,2.35,2.32,2.38,1.02,1.73,6.85,8.11,141,21,0,1,Good,3,12.55,7.78,20.51,14.59
2544,18,Male,High School,5.15,2.9,0.3,0.89,1.69,6.36,5.29,127,124,1,1,Good,3,16.97,0.0,29.57,29.54
2545,16,Male,High School,5.32,1.74,0.87,2.73,3.38,4.0,8.58,97,171,1,1,Average,9,14.88,34.26,42.78,29.9
2546,16,Other,High School,6.97,3.15,1.98,0.2,1.02,8.72,3.06,90,242,0,0,Good,10,25.94,0.0,55.59,39.66
2547,20,Male,High School,5.9,0.01,0.58,1.82,1.12,7.85,8.12,14,102,1,1,Average,7,11.71,0.0,33.99,33.47
2548,16,Other,High School,4.03,2.55,2.0,2.17,1.4,9.18,3.34,30,75,1,1,Average,6,13.79,0.0,24.47,43.98
2549,16,Female,High School,6.11,3.08,3.07,5.09,1.42,7.16,7.34,89,161,0,1,Good,8,17.06,14.15,35.78,39.64
2550,18,Female,High School,6.03,2.81,1.8,5.09,1.21,7.59,7.74,76,0,1,1,Poor,5,22.9,32.62,22.09,31.84
2551,24,Male,High School,6.22,2.71,1.53,3.1,2.36,6.84,10.58,48,91,0,0,Good,1,21.97,30.4,21.57,25.75
2552,17,Other,High School,4.0,1.72,1.8,3.44,2.85,4.0,6.34,21,132,1,0,Average,5,11.94,37.44,24.21,25.56
2553,18,Female,High School,4.79,3.44,3.49,3.28,2.97,8.3,3.86,1,357,1,1,Average,2,14.31,25.91,22.33,27.9
2554,19,Male,High School,2.73,1.56,3.39,3.25,2.51,8.79,2.18,67,202,1,0,Average,9,0.08,8.48,28.53,28.7
2555,19,Female,High School,2.76,1.71,2.21,3.47,2.75,10.0,9.02,116,361,1,0,Poor,4,15.86,14.32,21.56,15.25
2556,25,Other,High School,5.95,0.82,1.46,2.54,2.66,6.23,9.89,37,331,1,1,Poor,7,13.01,25.4,40.37,39.53
2557,20,Male,High School,7.38,2.08,2.74,2.81,1.7,5.94,6.9,91,247,0,0,Good,1,23.27,13.69,32.29,28.25
2558,19,Other,High School,4.81,2.95,2.01,2.23,1.46,7.37,5.08,77,56,0,0,Good,10,19.19,8.33,37.34,40.91
2559,19,Male,High School,7.22,1.9,3.36,3.03,2.22,4.0,8.97,117,370,0,0,Good,9,23.38,40.98,34.36,51.14
2560,16,Male,High School,5.39,1.7,0.78,2.08,1.97,5.6,1.0,66,138,0,0,Poor,8,18.42,3.81,34.59,37.73
2561,24,Other,High School,5.78,3.44,3.88,2.28,0.96,7.29,5.57,75,89,1,1,Good,3,27.71,16.84,29.59,34.43
2562,19,Other,High School,3.83,1.02,1.44,1.16,1.35,8.06,3.7,150,499,1,0,Average,9,19.44,0.0,26.86,33.62
2563,20,Female,High School,4.65,3.41,0.0,0.98,2.86,7.88,10.64,71,372,1,1,Good,7,22.72,15.98,34.86,40.13
2564,17,Other,High School,6.34,1.87,2.07,3.52,0.0,8.36,5.77,150,309,1,0,Good,7,25.55,3.33,36.43,38.82
2565,18,Female,High School,3.75,1.44,3.31,0.6,0.1,4.31,5.12,97,213,1,1,Good,2,18.04,18.47,15.27,18.94
2566,24,Other,High School,3.27,2.71,2.89,0.0,2.39,5.17,9.66,42,497,0,0,Good,6,19.78,0.0,29.78,25.87
2567,18,Female,High School,5.61,1.91,0.58,2.02,2.08,8.54,1.0,70,89,0,0,Average,1,20.64,0.0,26.24,21.83
2568,23,Male,High School,5.76,1.65,2.17,2.69,1.33,8.46,3.82,60,373,1,0,Average,3,17.68,6.11,35.66,26.87
2569,17,Female,High School,3.44,0.0,2.76,2.94,0.72,7.16,2.15,125,435,0,1,Average,5,8.96,6.36,15.26,25.82
2570,17,Male,High School,3.83,2.68,0.59,3.57,2.32,6.86,9.68,87,315,1,0,Good,3,3.9,21.14,5.26,14.68
2571,21,Female,High School,8.22,3.44,2.41,2.4,1.25,7.58,7.2,70,236,1,0,Average,10,32.14,11.79,49.12,55.4
2572,17,Male,High School,3.46,3.32,1.6,4.38,1.36,5.3,6.01,79,225,0,1,Good,7,9.22,24.43,22.45,20.63
2573,24,Male,High School,3.71,1.63,1.58,3.46,0.18,6.89,7.69,98,0,1,0,Good,1,11.06,0.0,10.09,9.62
2574,22,Other,High School,3.99,2.1,3.44,4.17,1.8,6.17,1.75,150,181,0,0,Average,2,21.36,23.89,14.31,7.04
2575,18,Male,High School,6.32,3.36,1.75,3.85,1.25,8.09,6.95,49,119,1,1,Average,1,28.12,9.03,26.05,32.38
2576,21,Male,High School,4.47,3.0,1.17,1.68,0.76,10.0,1.0,5,327,0,0,Average,8,14.86,0.0,34.86,31.87
2577,17,Other,High School,4.9,1.47,1.64,1.91,1.68,5.9,4.86,101,56,1,1,Average,10,25.4,8.44,36.76,43.86
2578,16,Other,High School,1.1,1.94,1.65,4.16,0.54,7.14,8.79,61,405,0,1,Average,2,3.58,12.12,7.77,3.0
2579,16,Male,High School,1.01,1.43,1.32,2.43,2.7,5.04,2.71,124,254,0,1,Poor,6,4.13,23.51,14.68,13.34
2580,22,Female,High School,3.69,1.07,2.67,1.02,4.17,6.34,6.12,95,220,1,1,Good,10,17.9,10.79,32.61,20.14
2581,19,Other,High School,5.01,3.78,1.33,3.62,0.49,6.82,7.7,89,142,0,0,Good,3,19.25,33.85,17.38,21.22
2582,20,Female,High School,3.88,1.32,2.46,4.25,2.38,6.07,1.0,54,0,1,0,Good,2,10.44,24.81,5.45,12.88
2583,22,Other,High School,4.03,2.82,1.57,0.49,1.27,7.89,5.77,125,156,1,1,Good,9,16.85,0.0,42.86,39.22
2584,23,Female,High School,3.18,1.94,2.1,1.66,0.99,5.97,4.09,94,152,0,1,Average,10,21.43,5.35,30.17,26.53
2585,17,Female,High School,4.36,2.19,3.08,1.23,1.44,6.82,5.3,59,111,1,0,Average,6,11.87,4.09,21.51,27.38
2586,21,Male,High School,1.58,3.71,3.46,3.67,4.37,6.98,6.01,102,299,1,0,Poor,8,2.58,34.37,14.27,22.26
2587,17,Female,High School,4.12,3.73,1.41,1.55,1.22,5.61,9.41,150,285,1,1,Good,7,19.67,20.98,27.42,32.32
2588,21,Female,High School,4.12,2.99,1.35,1.03,1.22,5.18,7.72,109,309,0,1,Good,2,15.42,13.66,23.75,27.25
2589,23,Other,High School,4.75,2.9,0.0,3.05,1.71,7.05,8.97,60,209,1,1,Good,8,20.96,10.45,26.29,32.93
2590,22,Male,High School,5.19,4.09,1.3,2.47,2.56,7.5,6.11,76,500,0,0,Poor,1,24.86,0.0,31.01,35.36
2591,22,Other,High School,5.79,1.27,0.69,3.1,2.38,5.75,9.63,70,354,0,0,Average,1,14.79,28.48,19.2,34.64
2592,23,Other,High School,5.46,2.46,1.81,1.81,1.59,7.0,4.36,65,93,0,0,Average,9,14.03,0.0,44.29,30.86
2593,18,Male,High School,4.54,1.95,1.53,4.17,1.39,7.87,7.81,47,165,1,1,Poor,6,16.01,9.83,24.93,20.08
2594,19,Other,High School,3.78,1.69,2.5,4.08,1.63,6.07,6.08,107,432,0,1,Average,3,9.24,16.13,19.64,7.64
2595,19,Other,High School,4.84,0.57,1.17,3.49,0.51,5.15,3.58,130,85,1,0,Good,2,10.27,0.0,21.47,20.07
2596,25,Female,High School,3.22,2.46,2.42,2.89,4.58,7.86,7.33,137,311,0,0,Good,6,6.14,26.68,19.15,24.49
2597,20,Male,High School,5.4,2.73,1.61,3.51,1.23,7.47,2.79,125,180,0,0,Average,9,18.25,0.0,31.75,30.91
2598,21,Female,High School,2.72,2.68,2.02,2.84,0.61,7.87,6.35,122,0,0,0,Good,10,4.96,2.13,24.04,19.17
2599,22,Other,High School,5.67,1.56,2.25,4.75,2.97,5.99,8.03,150,72,1,0,Poor,7,10.47,33.25,24.39,30.57
2600,20,Male,High School,5.05,1.73,2.13,0.92,3.17,8.76,3.22,23,179,1,1,Good,7,15.76,0.0,36.01,42.03
2601,21,Other,High School,3.88,1.94,1.57,2.09,1.49,7.24,4.41,102,338,1,1,Good,5,8.59,0.0,30.74,24.39
2602,17,Female,High School,7.05,1.77,2.71,3.16,1.75,4.73,8.12,60,302,0,0,Good,1,12.1,30.03,29.68,30.32
2603,22,Female,High School,6.92,3.28,1.94,3.7,0.4,7.86,2.75,144,500,0,1,Average,7,24.89,2.92,32.18,40.42
2604,18,Male,High School,4.75,2.59,1.74,4.77,2.41,7.67,5.0,28,363,0,1,Poor,8,6.58,24.23,28.25,28.22
2605,19,Other,High School,4.86,1.03,1.25,5.77,0.56,8.66,6.34,71,457,0,0,Good,10,12.55,0.0,37.27,34.53
2606,21,Female,High School,3.51,2.39,3.32,0.0,1.23,7.79,4.77,0,160,1,1,Average,3,13.97,0.0,22.34,27.51
2607,17,Other,High School,1.25,3.06,0.0,3.08,0.82,6.49,4.49,119,500,0,0,Poor,8,7.73,3.14,7.96,29.45
2608,16,Female,High School,5.31,1.96,4.83,3.45,1.93,7.07,10.68,150,193,1,0,Good,7,12.48,36.92,19.73,33.55
2609,20,Other,High School,4.17,3.95,3.43,2.89,2.04,6.74,8.14,106,119,0,0,Average,7,9.98,22.66,17.39,21.2
2610,16,Female,High School,0.22,3.98,1.35,4.43,3.51,7.09,9.64,119,69,0,1,Poor,10,0.0,34.2,6.93,3.45
2611,22,Male,High School,5.0,2.36,2.03,4.59,0.86,4.55,8.66,96,292,1,0,Average,3,12.91,42.05,15.88,21.24
2612,22,Male,High School,7.28,2.85,3.41,3.44,1.81,6.63,5.3,82,288,1,1,Good,7,31.37,27.78,35.68,41.68
2613,24,Male,High School,6.35,2.75,1.48,3.4,1.99,6.95,6.56,81,0,1,1,Good,1,24.25,11.67,29.63,18.16
2614,19,Other,High School,4.68,3.04,2.68,3.05,1.49,7.01,8.85,144,292,1,0,Poor,5,10.66,14.76,23.49,36.63
2615,17,Male,High School,5.21,1.55,4.05,2.09,0.75,7.95,7.37,60,152,0,0,Poor,7,8.44,11.82,41.89,29.61
2616,24,Other,High School,4.38,2.14,3.09,1.66,1.82,6.3,4.72,91,106,0,0,Poor,2,10.69,14.48,29.41,21.99
2617,19,Other,High School,7.2,2.06,0.19,2.17,1.32,4.72,5.96,85,304,1,0,Good,9,24.12,11.52,39.96,43.6
2618,20,Female,High School,5.75,2.7,2.0,3.13,1.9,8.05,7.66,63,0,1,0,Poor,1,17.7,4.94,22.47,35.18
2619,22,Other,High School,1.34,2.66,2.24,3.58,2.06,5.69,7.72,111,469,0,1,Poor,1,9.7,27.19,4.67,7.89
2620,17,Female,High School,8.37,2.44,1.39,0.94,2.41,9.97,6.76,110,65,0,0,Poor,6,33.31,0.0,43.67,42.25
2621,16,Other,High School,3.77,2.58,1.48,1.06,1.21,6.63,1.95,44,175,0,0,Poor,7,16.68,0.56,27.22,30.94
2622,20,Female,High School,4.69,2.26,2.66,3.13,2.11,7.98,5.79,29,30,0,0,Good,1,19.75,7.13,18.31,15.04
2623,23,Female,High School,7.53,2.18,1.25,1.99,0.89,5.47,6.26,111,208,1,0,Average,7,22.69,3.47,52.08,42.93
2624,17,Other,High School,6.0,4.04,1.75,3.09,0.21,5.29,5.17,53,43,1,0,Good,1,15.89,16.67,17.83,27.34
2625,20,Female,High School,6.74,1.22,0.95,3.75,0.0,8.2,12.21,14,273,1,0,Poor,6,28.92,12.92,40.86,41.56
2626,23,Male,High School,5.72,2.08,0.0,3.83,2.52,7.11,5.54,69,135,1,1,Average,9,16.7,16.81,29.95,35.59
2627,17,Other,High School,7.44,3.28,1.48,4.29,1.33,6.62,6.09,120,207,1,0,Good,2,26.68,16.41,27.82,30.46
2628,23,Male,High School,3.83,0.84,2.78,4.11,0.76,8.4,3.03,134,163,0,0,Good,2,7.97,14.42,21.25,11.8
2629,19,Female,High School,7.74,2.36,4.32,3.71,2.17,6.25,8.07,138,0,1,1,Poor,5,19.69,41.97,40.63,45.42
2630,16,Female,High School,3.96,1.78,1.91,4.0,2.06,8.11,7.81,150,97,1,0,Poor,1,9.51,22.74,7.34,14.52
2631,18,Other,High School,4.11,3.23,2.86,3.72,2.08,6.91,7.87,73,248,1,0,Poor,4,8.38,7.0,18.7,26.22
2632,19,Other,High School,2.58,0.77,2.02,3.35,1.6,7.41,5.62,72,223,0,0,Good,2,10.54,0.0,10.13,15.75
2633,18,Male,High School,5.23,3.71,1.88,3.2,2.13,7.75,5.3,34,273,0,0,Poor,2,16.15,3.99,25.54,21.84
2634,18,Other,High School,0.54,2.25,0.09,0.0,2.39,5.46,9.1,97,146,1,0,Good,1,4.75,1.79,6.26,11.85
2635,18,Male,High School,7.6,2.97,1.48,3.24,0.0,7.56,8.63,101,257,1,0,Good,7,19.69,12.74,36.27,46.74
2636,22,Other,High School,5.5,1.5,1.59,4.27,2.28,6.97,4.13,98,500,1,0,Average,9,24.86,10.81,35.07,37.9
2637,24,Other,High School,3.74,0.2,1.09,3.06,1.13,7.31,10.92,63,411,0,0,Poor,6,6.05,21.51,17.33,23.22
2638,20,Other,High School,4.98,2.81,1.79,3.49,1.59,5.93,4.78,115,181,0,0,Good,7,13.54,6.1,15.13,21.9
2639,20,Other,High School,2.03,4.28,2.9,2.5,1.18,6.95,1.0,73,152,0,1,Good,10,11.77,3.97,29.26,24.65
2640,20,Male,High School,4.37,2.25,1.83,1.95,0.91,7.36,9.72,103,266,1,0,Good,5,11.93,22.48,15.39,30.93
2641,18,Female,High School,8.65,2.43,3.77,2.05,1.6,5.97,1.0,91,260,0,0,Good,6,26.77,24.78,53.05,59.52
2642,23,Other,High School,3.4,1.53,0.99,0.02,0.53,8.22,6.6,104,303,1,0,Good,7,10.98,0.0,23.71,29.17
2643,20,Other,High School,0.51,2.73,0.6,1.31,2.61,7.72,7.2,31,122,0,1,Average,1,0.0,10.75,9.99,3.35
2644,18,Other,High School,5.14,2.04,3.28,3.45,1.07,6.55,8.02,123,243,1,0,Poor,1,12.25,15.95,15.06,36.63
2645,23,Other,High School,6.0,2.86,2.76,2.41,0.85,9.15,4.34,150,336,0,1,Good,6,25.13,0.0,30.47,38.15
2646,16,Male,High School,4.1,4.02,2.04,2.35,2.77,7.4,4.44,150,147,0,0,Poor,1,9.19,8.58,24.68,23.86
2647,17,Other,High School,7.01,0.28,2.48,4.3,1.46,6.89,5.54,113,289,1,0,Poor,3,17.5,19.54,29.57,40.31
2648,20,Female,High School,6.86,1.43,1.46,5.07,1.58,6.07,8.85,71,0,1,0,Good,6,22.93,31.11,30.62,42.68
2649,24,Female,High School,5.6,2.68,1.71,1.91,1.0,4.87,4.91,123,198,1,0,Good,5,21.09,0.54,29.38,48.12
2650,22,Other,High School,7.55,0.19,2.52,3.61,1.22,4.0,9.05,103,68,1,1,Good,6,22.18,38.4,41.78,49.49
2651,18,Male,High School,5.33,4.75,1.19,2.02,0.0,8.18,6.26,95,270,0,0,Poor,7,27.83,0.0,29.16,36.31
2652,19,Male,High School,4.84,1.17,2.44,1.97,3.13,5.49,8.27,42,215,1,1,Average,6,15.28,24.33,27.47,22.94
2653,21,Female,High School,1.76,2.23,2.51,3.53,1.56,8.59,7.32,132,234,0,1,Poor,4,2.19,13.91,2.55,2.93
2654,18,Male,High School,3.93,1.06,2.94,2.96,1.33,7.23,8.22,127,0,1,1,Good,4,8.3,29.9,23.11,21.72
2655,16,Other,High School,4.84,1.89,1.71,3.07,0.07,6.28,9.63,129,229,1,0,Average,4,21.71,30.15,20.29,32.47
2656,22,Female,High School,1.24,0.0,1.77,3.07,0.85,7.48,6.5,72,266,1,0,Average,9,0.0,13.89,18.94,16.85
2657,20,Male,High School,6.6,3.29,4.19,3.14,2.22,5.82,7.16,68,159,1,1,Average,8,25.07,39.66,40.87,42.18
2658,22,Female,High School,3.76,3.42,1.55,5.77,0.0,6.3,5.69,70,174,0,1,Good,1,1.76,24.86,11.38,3.67
2659,17,Other,High School,5.51,2.59,2.48,0.65,0.76,9.66,6.72,1,25,0,1,Average,5,24.02,0.0,36.59,44.48
2660,23,Female,High School,5.59,2.93,1.48,2.66,0.0,7.83,4.92,31,154,0,1,Average,10,23.99,0.0,37.23,43.62
2661,21,Other,High School,6.21,1.76,0.93,2.32,2.66,7.51,6.83,54,0,0,0,Poor,8,17.96,8.92,34.2,41.71
2662,16,Female,High School,3.54,3.13,3.59,5.99,1.5,6.78,10.13,150,461,1,1,Good,5,0.0,36.64,9.98,20.09
2663,17,Female,High School,8.0,2.26,2.68,1.68,1.81,8.83,4.54,0,409,0,1,Good,5,26.24,15.44,47.51,40.69
2664,20,Other,High School,2.63,1.31,3.62,3.94,1.05,9.35,7.58,91,314,1,0,Good,9,8.68,1.9,26.03,14.52
2665,21,Male,High School,3.09,2.12,0.77,3.42,2.35,6.33,5.95,46,346,1,0,Average,5,10.7,6.32,22.6,17.08
2666,19,Male,High School,6.59,4.3,1.34,1.51,1.73,7.42,4.71,70,229,1,0,Average,6,21.86,0.0,40.62,39.21
2667,18,Male,High School,0.85,2.72,2.43,1.12,3.1,9.1,8.03,78,278,1,1,Good,1,0.0,8.69,1.0,1.0
2668,17,Male,High School,4.81,2.77,1.34,3.2,3.65,9.74,6.33,98,86,1,1,Average,5,11.0,0.0,29.41,20.81
2669,16,Female,High School,6.33,0.81,3.77,1.42,0.84,7.96,7.43,64,221,0,1,Poor,5,27.29,5.19,36.32,36.1
2670,21,Male,High School,4.21,3.79,1.51,1.21,2.0,7.63,3.73,113,329,0,1,Good,2,14.98,0.0,22.41,28.53
2671,21,Female,High School,4.49,2.92,2.41,4.73,2.84,4.0,1.81,108,188,1,1,Good,5,17.67,24.74,24.32,25.01
2672,24,Other,High School,5.64,2.74,0.0,1.1,1.67,9.27,5.48,150,431,0,1,Average,2,12.74,0.0,36.74,30.21
2673,20,Other,High School,7.04,1.51,0.91,4.86,2.51,6.5,6.97,70,165,1,0,Average,5,15.09,17.57,21.64,33.99
2674,19,Male,High School,6.64,2.38,0.53,1.93,2.07,6.21,5.53,150,0,1,0,Average,2,26.95,0.0,27.43,42.51
2675,18,Other,High School,3.18,0.05,3.5,2.56,2.69,5.83,6.09,84,440,0,0,Poor,10,2.27,40.14,22.75,26.9
2676,18,Other,High School,3.49,2.09,4.22,1.91,2.68,7.16,10.96,72,21,1,1,Good,2,6.31,32.7,19.07,26.56
2677,20,Female,High School,3.7,3.66,2.44,0.77,0.0,5.75,3.61,130,330,1,1,Average,2,17.14,19.76,26.02,19.59
2678,17,Male,High School,4.63,2.97,2.61,3.1,2.85,5.38,10.28,11,244,1,1,Good,10,11.29,38.71,37.99,42.82
2679,19,Male,High School,3.84,3.95,0.9,1.6,0.61,8.67,5.22,150,182,1,1,Good,3,22.41,0.0,15.38,12.29
2680,20,Male,High School,5.57,1.53,2.45,3.34,1.55,5.12,10.26,70,288,1,0,Good,2,13.05,16.91,24.43,30.73
2681,16,Male,High School,5.38,3.41,0.58,5.03,0.95,7.54,3.09,150,360,0,1,Poor,1,11.08,0.0,10.46,11.04
